ID;Cost_claims_year;Cost_claims_by_type;Claims_type
44463;61.66;61.66;travel assistance
44465;1117;1117;negligence
44479;427.84;427.84;complaint
44486;306.81;217.11;broken windows
44486;306.81;89.7;broken windows
44493;105.56;105.56;travel assistance
44496;422.92;193.6;travel assistance
44496;422.92;179.37;travel assistance
44496;422.92;49.95;travel assistance
44515;76.04;76.04;travel assistance
44533;83.37;75.8;travel assistance
44533;83.37;7.57;broken windows
44547;137.66;137.66;travel assistance
44553;1856.43;1856.43;negligence
44556;4252.01;4252.01;negligence
44566;198.24;198.24;travel assistance
44593;627.94;627.94;complaint
44608;1117;1117;negligence
44611;459.86;459.86;complaint
44618;57.89;57.89;travel assistance
44620;495.74;180.06;complaint
44620;495.74;74.4;broken windows
44620;495.74;241.28;negligence
44622;2207.51;2207.51;all risks
44633;16636.65;16636.65;injuries
44644;56.99;56.99;travel assistance
44649;788.04;788.04;theft
44662;541.57;541.57;broken windows
44663;4412.33;4412.33;negligence
44674;8536.55;8536.55;negligence
44687;390.5;390.5;complaint
44691;84.64;84.64;travel assistance
44696;89.87;89.87;travel assistance
44698;687.62;15.03;complaint
44698;687.62;322.62;theft
44698;687.62;349.97;broken windows
44700;110.66;110.66;travel assistance
44702;623.1;623.1;complaint
44710;304.42;304.42;complaint
44714;76.71;76.71;travel assistance
44716;150.25;150.25;travel assistance
44718;84.64;84.64;travel assistance
44736;56.85;56.85;travel assistance
44751;1768;1768;negligence
44754;56.99;56.99;travel assistance
44756;170.55;56.85;travel assistance
44756;170.55;56.85;travel assistance
44756;170.55;56.85;travel assistance
44764;107.95;107.95;travel assistance
44780;233.44;91.95;travel assistance
44780;233.44;84.64;travel assistance
44780;233.44;56.85;travel assistance
44796;546.73;546.73;complaint
44802;116.78;116.78;travel assistance
44804;1095.77;1095.77;all risks
44808;76.04;76.04;travel assistance
44813;200.58;70.18;broken windows
44813;200.58;130.4;broken windows
44819;108.67;108.67;travel assistance
44824;191.97;191.97;all risks
44828;6111.81;172.83;travel assistance
44828;6111.81;5938.98;complaint
44834;142.88;142.88;travel assistance
44839;97.7;97.7;travel assistance
44844;93.74;93.74;travel assistance
44862;72.55;72.55;travel assistance
44891;80.58;80.58;travel assistance
44893;674.35;674.35;complaint
44917;1420.47;1351.41;all risks
44917;1420.47;69.06;travel assistance
44937;217.02;217.02;complaint
44949;52.09;52.09;travel assistance
44954;158.45;79.91;travel assistance
44954;158.45;78.54;travel assistance
44956;545.18;308.43;travel assistance
44956;545.18;236.75;theft
44969;201.25;201.25;travel assistance
44972;337.55;337.55;complaint
44981;505.91;505.91;complaint
44987;773.92;773.92;travel assistance
44989;354.57;354.57;broken windows
44999;243.47;243.47;travel assistance
45014;121.42;121.42;travel assistance
45023;245.55;202.93;complaint
45023;245.55;42.62;travel assistance
45034;636.73;636.73;complaint
45038;114.16;114.16;travel assistance
45039;734.84;423.5;negligence
45039;734.84;311.34;complaint
45048;335.56;335.56;broken windows
45050;75.28;75.28;travel assistance
45053;230.36;230.36;travel assistance
45062;58.53;58.53;travel assistance
45073;2405.04;2405.04;all risks
45082;245.43;245.43;broken windows
45084;253.4;253.4;travel assistance
45107;51.95;51.95;travel assistance
45112;52.09;52.09;travel assistance
45113;378.82;378.82;negligence
45115;914.03;914.03;complaint
45120;649.11;649.11;complaint
45134;882;882;negligence
45156;427.86;427.86;complaint
45159;119.65;69.7;travel assistance
45159;119.65;49.95;travel assistance
45182;67.25;67.25;travel assistance
45195;302.83;302.83;broken windows
45242;66.35;66.35;travel assistance
45243;81.02;81.02;travel assistance
45246;301.43;82.34;travel assistance
45246;301.43;64.61;travel assistance
45246;301.43;66.35;travel assistance
45246;301.43;88.13;travel assistance
45250;49.95;49.95;travel assistance
45263;67.95;67.95;travel assistance
45267;644.57;644.57;broken windows
45272;655.9;522.07;complaint
45272;655.9;133.83;travel assistance
45274;307.51;307.51;travel assistance
45278;422.77;422.77;complaint
45281;49.95;49.95;travel assistance
45282;305.27;305.27;broken windows
45294;1377.12;1101.92;negligence
45294;1377.12;275.2;broken windows
45300;560.65;560.65;all risks
45327;52.09;52.09;travel assistance
45331;103.24;103.24;complaint
45353;218.73;58.67;travel assistance
45353;218.73;58.53;travel assistance
45353;218.73;101.53;broken windows
45392;1346.55;976.95;all risks
45392;1346.55;369.6;all risks
45396;1453.71;336.71;broken windows
45396;1453.71;1117;negligence
45398;1521.07;882;negligence
45398;1521.07;325.39;broken windows
45398;1521.07;313.68;broken windows
45408;65.34;65.34;travel assistance
45411;114.55;64.46;travel assistance
45411;114.55;50.09;travel assistance
45438;64.61;64.61;travel assistance
45445;882;882;negligence
45447;150.13;50.09;travel assistance
45447;150.13;50.09;travel assistance
45447;150.13;49.95;travel assistance
45461;1594.35;1594.35;complaint
45469;29503.27;4517.68;negligence
45469;29503.27;24873.14;negligence
45469;29503.27;112.45;travel assistance
45478;440.87;440.87;complaint
45488;510.31;510.31;complaint
45501;60.5;60.5;broken windows
45505;114.41;64.46;travel assistance
45505;114.41;49.95;travel assistance
45513;310.04;243.69;broken windows
45513;310.04;66.35;travel assistance
45529;63.12;63.12;travel assistance
45539;8600.34;8335.34;negligence
45539;8600.34;265;negligence
45544;2939.32;64.46;travel assistance
45544;2939.32;114.77;travel assistance
45544;2939.32;2760.09;negligence
45561;415.41;271.68;complaint
45561;415.41;143.73;broken windows
45574;1656.34;1606.25;complaint
45574;1656.34;50.09;travel assistance
45576;61.86;61.86;travel assistance
45581;1343.65;1343.65;complaint
45602;50.09;50.09;travel assistance
45621;21323.56;21323.56;negligence
45626;400.39;400.39;complaint
45644;192.58;92.09;travel assistance
45644;192.58;100.49;travel assistance
45648;7162.04;7035.82;complaint
45648;7162.04;126.22;travel assistance
45671;118;68.05;travel assistance
45671;118;49.95;travel assistance
45675;414.32;414.32;all risks
45679;81.02;81.02;travel assistance
45682;195.42;102.06;travel assistance
45682;195.42;93.36;travel assistance
45688;882;882;negligence
45698;68.83;68.83;travel assistance
45719;187.9;187.9;complaint
45726;75.18;64.46;travel assistance
45726;75.18;10.72;complaint
45728;64.32;64.32;travel assistance
45736;78.61;78.61;travel assistance
45740;85.29;85.29;broken windows
45741;50.09;50.09;travel assistance
45747;480.04;480.04;broken windows
45751;67.88;67.88;travel assistance
45758;279.91;279.91;complaint
45760;156.13;52.09;travel assistance
45760;156.13;52.09;travel assistance
45760;156.13;51.95;travel assistance
45761;882;882;negligence
45768;338.51;58.67;travel assistance
45768;338.51;125.59;travel assistance
45768;338.51;154.25;travel assistance
45802;102;102;theft
45806;4332.26;4332.26;negligence
45811;67.95;67.95;travel assistance
45813;2186.56;2186.56;complaint
45819;87.23;87.23;travel assistance
45824;54.89;54.89;travel assistance
45844;51.95;51.95;travel assistance
45862;346.29;346.29;complaint
45863;65.8;65.8;complaint
45872;51.95;51.95;travel assistance
45891;93.79;93.79;travel assistance
45895;84.64;84.64;travel assistance
45914;105.08;105.08;travel assistance
45919;482.44;482.44;complaint
45921;570.87;300.87;travel assistance
45921;570.87;270;injuries
45929;1340.28;741;negligence
45929;1340.28;439.08;broken windows
45929;1340.28;160.2;broken windows
45930;1414.29;679.19;complaint
45930;1414.29;735.1;complaint
45945;260.47;260.47;broken windows
45970;93.42;93.42;travel assistance
45975;121.24;24.2;complaint
45975;121.24;97.04;travel assistance
45985;67.11;67.11;travel assistance
45986;409.76;309.21;travel assistance
45986;409.76;100.55;travel assistance
45987;882;882;negligence
45998;72.45;72.45;travel assistance
46003;177.63;69.83;travel assistance
46003;177.63;107.8;travel assistance
46020;388.8;388.8;broken windows
46028;6372.26;6372.26;negligence
46028;6372.26;0;complaint
46029;284.05;284.05;broken windows
46042;120.03;120.03;travel assistance
46058;144.1;144.1;travel assistance
46082;61.86;61.86;travel assistance
46093;280.53;280.53;complaint
46126;287.25;209.81;broken windows
46126;287.25;77.44;broken windows
46133;136.14;136.14;travel assistance
46156;219.41;219.41;complaint
46174;882;882;negligence
46193;51.95;51.95;travel assistance
46197;1626.77;1626.77;negligence
46201;236.34;152.13;broken windows
46201;236.34;84.21;travel assistance
46207;215.75;215.75;all risks
46210;89.7;89.7;broken windows
46223;49.13;49.13;travel assistance
46227;187.86;187.86;travel assistance
46253;287.63;287.63;complaint
46263;6757.46;6757.46;other
46268;2376.76;230.56;travel assistance
46268;2376.76;2146.2;complaint
46269;103.82;103.82;travel assistance
46272;47.92;47.92;travel assistance
46310;364.67;86.87;travel assistance
46310;364.67;277.8;broken windows
46316;215.33;215.33;travel assistance
46334;101.7;101.7;travel assistance
46338;882;882;negligence
46341;882;882;negligence
46349;88.28;88.28;travel assistance
46354;64.38;64.38;travel assistance
46366;311.34;311.34;complaint
46372;748.53;702.91;complaint
46372;748.53;45.62;travel assistance
46378;290.94;106.9;travel assistance
46378;290.94;184.04;travel assistance
46382;758.33;71.41;complaint
46382;758.33;686.92;negligence
46387;105.02;105.02;travel assistance
46421;494.05;494.05;complaint
46443;374.86;374.86;travel assistance
46482;3017.38;704.86;broken windows
46482;3017.38;114.16;complaint
46482;3017.38;2085.68;negligence
46482;3017.38;112.69;travel assistance
46485;3469.97;3469.97;complaint
46488;931.95;49.95;travel assistance
46488;931.95;882;negligence
46493;281.19;97.27;broken windows
46493;281.19;183.92;broken windows
46494;49.95;49.95;travel assistance
46499;73.32;73.32;travel assistance
46507;66.35;66.35;travel assistance
46508;187.24;86.61;travel assistance
46508;187.24;100.63;travel assistance
46515;953.31;953.31;travel assistance
46523;411.62;356.09;complaint
46523;411.62;55.53;travel assistance
46551;2252.66;2252.66;complaint
46557;296.01;82.03;travel assistance
46557;296.01;213.98;travel assistance
46559;10141.66;10004.5;negligence
46559;10141.66;137.16;travel assistance
46560;216.05;50.09;travel assistance
46560;216.05;50.09;travel assistance
46560;216.05;115.87;theft
46570;620.16;577.04;complaint
46570;620.16;43.12;travel assistance
46593;763.27;710.08;complaint
46593;763.27;53.19;travel assistance
46605;139.58;139.58;travel assistance
46607;86.91;86.91;travel assistance
46608;67.11;67.11;travel assistance
46609;1388.28;0;travel assistance
46609;1388.28;56.99;travel assistance
46609;1388.28;1331.29;negligence
46618;4297.25;409.14;broken windows
46618;4297.25;53.14;travel assistance
46618;4297.25;3739.38;complaint
46618;4297.25;95.59;complaint
46622;64.32;64.32;travel assistance
46623;49.95;49.95;travel assistance
46636;64.32;64.32;travel assistance
46648;882;882;negligence
46662;51.95;51.95;travel assistance
46677;67.25;67.25;travel assistance
46679;1275.66;1275.66;complaint
46696;3462.05;3143.67;complaint
46696;3462.05;318.38;travel assistance
46699;59.29;59.29;travel assistance
46707;67.11;67.11;travel assistance
46717;386.67;386.67;travel assistance
46729;622.77;622.77;complaint
46753;1764;882;negligence
46753;1764;882;negligence
46760;412.07;82.34;travel assistance
46760;412.07;329.73;broken windows
46771;94.23;94.23;travel assistance
46782;54.89;54.89;travel assistance
46790;120.45;93.15;complaint
46790;120.45;27.3;travel assistance
46791;1928.69;1876.74;complaint
46791;1928.69;51.95;travel assistance
46802;4239.61;4167.3;negligence
46802;4239.61;72.31;travel assistance
46825;94.96;94.96;travel assistance
46826;51.95;51.95;travel assistance
46834;3762;3762;negligence
46854;424.75;424.75;negligence
46870;3648.88;3648.88;negligence
46876;222.29;222.29;travel assistance
46902;168.77;80.52;travel assistance
46902;168.77;88.25;travel assistance
46905;219.13;86.87;travel assistance
46905;219.13;67.11;travel assistance
46905;219.13;65.15;travel assistance
46908;62.57;62.57;travel assistance
46935;286.67;60.48;broken windows
46935;286.67;85.01;broken windows
46935;286.67;119.4;broken windows
46935;286.67;21.78;complaint
46939;945.93;882;negligence
46939;945.93;63.93;complaint
46943;479.77;223.81;travel assistance
46943;479.77;69.9;travel assistance
46943;479.77;186.06;travel assistance
46950;114.55;64.46;travel assistance
46950;114.55;50.09;travel assistance
46953;142.09;90;travel assistance
46953;142.09;52.09;travel assistance
46959;263.47;263.47;travel assistance
46964;977.61;977.61;complaint
46965;123.75;50.09;travel assistance
46965;123.75;73.66;travel assistance
46966;115.64;115.64;travel assistance
46970;258.53;258.53;travel assistance
46972;1178.02;55.03;travel assistance
46972;1178.02;50.09;travel assistance
46972;1178.02;1072.9;complaint
46976;217.04;109.07;broken windows
46976;217.04;107.97;broken windows
46990;183.31;183.31;complaint
46996;334.14;334.14;broken windows
47004;2911.69;1289.04;all risks
47004;2911.69;1622.65;all risks
47021;882;0;complaint
47021;882;882;negligence
47037;1298.59;1245.45;complaint
47037;1298.59;53.14;travel assistance
47044;1047.42;48.64;travel assistance
47044;1047.42;882;negligence
47044;1047.42;116.78;travel assistance
47046;340.92;340.92;travel assistance
47057;358.43;358.43;broken windows
47057;358.43;0;complaint
47082;654.58;56.32;travel assistance
47082;654.58;56.32;travel assistance
47082;654.58;485.76;broken windows
47082;654.58;56.18;travel assistance
47112;189.85;128.04;broken windows
47112;189.85;61.81;travel assistance
47116;6082.3;142.46;travel assistance
47116;6082.3;5939.84;negligence
47121;657.84;657.84;complaint
47125;193.52;193.52;complaint
47130;538.77;55.03;travel assistance
47130;538.77;54.89;travel assistance
47130;538.77;366.7;broken windows
47130;538.77;62.15;travel assistance
47133;70.21;70.21;travel assistance
47138;1113.85;81.1;travel assistance
47138;1113.85;1032.75;complaint
47165;184.62;184.62;broken windows
47174;51.95;51.95;travel assistance
47191;950.93;882;negligence
47191;950.93;68.93;travel assistance
47195;210.71;134.04;travel assistance
47195;210.71;76.67;travel assistance
47200;213.03;213.03;complaint
47207;145.51;145.51;all risks
47212;882;882;negligence
47215;118.48;59.24;travel assistance
47215;118.48;59.24;travel assistance
47225;198.61;80.28;complaint
47225;198.61;94.31;negligence
47225;198.61;24.02;travel assistance
47267;584.52;584.52;all risks
47273;539.47;539.47;travel assistance
47283;143.05;67.91;travel assistance
47283;143.05;75.14;travel assistance
47286;135.48;135.48;complaint
47301;882;882;negligence
47307;52.09;52.09;travel assistance
47308;526.95;475;negligence
47308;526.95;51.95;travel assistance
47319;79.71;72.45;travel assistance
47319;79.71;7.26;complaint
47326;57.35;57.35;travel assistance
47345;146.04;146.04;travel assistance
47346;942.62;60.62;travel assistance
47346;942.62;882;negligence
47351;67.11;67.11;travel assistance
47356;80.29;80.29;travel assistance
47374;262.34;95.77;travel assistance
47374;262.34;94.19;travel assistance
47374;262.34;72.38;complaint
47391;247.9;247.9;travel assistance
47396;69.7;69.7;travel assistance
47399;882;882;negligence
47401;3618.64;3618.64;negligence
47433;77.09;77.09;travel assistance
47436;229.62;51.95;travel assistance
47436;229.62;177.67;travel assistance
47443;51.95;51.95;travel assistance
47453;67.25;67.25;travel assistance
47488;136.65;136.65;travel assistance
47495;120.31;120.31;travel assistance
47497;916.46;128.66;broken windows
47497;916.46;214.64;complaint
47497;916.46;468.86;negligence
47497;916.46;104.3;travel assistance
47508;138.89;138.89;travel assistance
47523;52.09;52.09;travel assistance
47533;995.88;883.35;complaint
47533;995.88;112.53;travel assistance
47552;640.49;640.49;complaint
47554;102.44;51.29;travel assistance
47554;102.44;51.15;travel assistance
47597;1050.5;1050.5;other
47618;244;244;complaint
47620;619.33;168.85;travel assistance
47620;619.33;318.61;travel assistance
47620;619.33;131.87;travel assistance
47621;95.1;95.1;travel assistance
47639;483.87;172.76;complaint
47639;483.87;149.94;travel assistance
47639;483.87;161.17;travel assistance
47649;584.13;584.13;complaint
47656;120.11;52.09;travel assistance
47656;120.11;68.02;travel assistance
47658;237.7;237.7;all risks
47661;832.61;832.61;other
47666;52.58;52.58;complaint
47679;1021.53;882;negligence
47679;1021.53;139.53;travel assistance
47704;76.33;76.33;travel assistance
47714;778.58;396.25;broken windows
47714;778.58;382.33;negligence
47715;193.31;82.26;travel assistance
47715;193.31;111.05;travel assistance
47716;93;93;travel assistance
47717;116.27;64.32;travel assistance
47717;116.27;51.95;travel assistance
47733;52.09;52.09;travel assistance
47751;882;882;negligence
47754;181.4;181.4;travel assistance
47770;62.43;62.43;travel assistance
47791;100.23;100.23;travel assistance
47808;478.47;478.47;complaint
47855;2829.72;2829.72;complaint
47859;192.3;96.15;travel assistance
47859;192.3;96.15;travel assistance
47875;297.79;283.75;all risks
47875;297.79;14.04;travel assistance
47878;51.95;51.95;travel assistance
47895;215.13;215.13;travel assistance
47904;624.84;48.22;travel assistance
47904;624.84;497.9;complaint
47904;624.84;78.72;travel assistance
47910;148.54;98.45;travel assistance
47910;148.54;50.09;travel assistance
47921;108.61;108.61;travel assistance
47933;69.91;69.91;travel assistance
47937;7904.04;7680.43;negligence
47937;7904.04;223.61;travel assistance
47939;87.91;87.91;travel assistance
47942;2352.39;2309.45;all risks
47942;2352.39;42.94;all risks
47984;564.95;564.95;complaint
47989;429.39;429.39;broken windows
47998;52.09;52.09;travel assistance
48022;380.82;380.82;complaint
48025;7705.5;7705.5;negligence
48042;93.67;51.95;travel assistance
48042;93.67;41.72;complaint
48046;294.47;294.47;broken windows
48048;52.09;52.09;travel assistance
48049;145.2;57.13;broken windows
48049;145.2;88.07;broken windows
48050;255.23;255.23;travel assistance
48056;376.27;376.27;travel assistance
48072;195.49;49.13;travel assistance
48072;195.49;49.13;travel assistance
48072;195.49;97.23;travel assistance
48073;72.41;72.41;travel assistance
48079;882;882;negligence
48083;61.52;61.52;travel assistance
48084;513.2;513.2;complaint
48097;882;882;negligence
48099;128809.73;331.97;travel assistance
48099;128809.73;18916.36;injuries
48099;128809.73;109561.4;negligence
48116;88.14;88.14;travel assistance
48125;510.78;413;broken windows
48125;510.78;97.78;complaint
48130;4177.17;3651.95;all risks
48130;4177.17;525.22;broken windows
48137;52.09;52.09;travel assistance
48149;882;882;negligence
48158;187.9;187.9;travel assistance
48164;66.2;66.2;travel assistance
48176;669.31;669.31;complaint
48183;52.09;52.09;travel assistance
48190;134.68;67.11;travel assistance
48190;134.68;67.57;travel assistance
48193;2399.94;2399.94;all risks
48196;348.75;348.75;broken windows
48220;331.46;197.11;broken windows
48220;331.46;51.95;travel assistance
48220;331.46;82.4;travel assistance
48223;102.26;102.26;travel assistance
48237;174.7;174.7;travel assistance
48245;48.64;48.64;travel assistance
48264;71.51;71.51;travel assistance
48266;328.25;328.25;complaint
48271;2779.48;2779.48;negligence
48272;2133.24;2061.05;negligence
48272;2133.24;72.19;travel assistance
48284;1766.92;1706.81;complaint
48284;1766.92;60.11;travel assistance
48286;65.29;65.29;travel assistance
48289;596.14;596.14;travel assistance
48301;717.46;717.46;complaint
48309;617.05;617.05;complaint
48313;882;882;negligence
48319;153.18;153.18;travel assistance
48359;66.06;66.06;travel assistance
48363;135.11;135.11;complaint
48385;211.8;131.26;travel assistance
48385;211.8;80.54;travel assistance
48390;11202.54;11202.54;complaint
48392;1201.57;1201.57;all risks
48409;118.29;52.09;travel assistance
48409;118.29;66.2;travel assistance
48414;233.88;233.88;broken windows
48421;124.97;124.97;travel assistance
48425;61.86;61.86;travel assistance
48441;211.55;211.55;complaint
48443;151.23;51.95;travel assistance
48443;151.23;99.28;travel assistance
48468;233.31;233.31;broken windows
48475;63.17;63.17;travel assistance
48476;1808.53;1808.53;negligence
48479;55.17;55.17;travel assistance
48480;64.32;64.32;travel assistance
48519;67.11;67.11;travel assistance
48520;370.09;370.09;travel assistance
48525;2646;882;negligence
48525;2646;882;negligence
48525;2646;882;negligence
48526;225.39;225.39;travel assistance
48535;620.39;620.39;travel assistance
48552;127.02;52.09;travel assistance
48552;127.02;74.93;travel assistance
48559;354.39;354.39;travel assistance
48577;60.75;60.75;complaint
48580;385.53;385.53;broken windows
48589;188.2;110.76;broken windows
48589;188.2;77.44;broken windows
48598;60.11;60.11;travel assistance
48606;2039.68;803.69;all risks
48606;2039.68;1235.99;all risks
48607;278.16;278.16;travel assistance
48614;128.92;128.92;travel assistance
48624;63.74;63.74;travel assistance
48633;3323.16;2786.74;negligence
48633;3323.16;0;injuries
48633;3323.16;536.42;broken windows
48636;193.58;193.58;travel assistance
48654;589.76;589.76;complaint
48655;185.97;185.97;travel assistance
48667;8529.56;52.09;travel assistance
48667;8529.56;8477.47;negligence
48683;356.02;356.02;travel assistance
48700;389.31;389.31;complaint
48705;55.78;55.78;complaint
48713;369.36;369.36;complaint
48741;292.78;292.78;complaint
48773;143.31;143.31;theft
48780;2223.61;2170.33;all risks
48780;2223.61;53.28;travel assistance
48784;174.28;52.09;travel assistance
48784;174.28;122.19;travel assistance
48785;186.31;52.09;travel assistance
48785;186.31;67.11;travel assistance
48785;186.31;67.11;travel assistance
48786;179.28;179.28;travel assistance
48789;287.88;287.88;broken windows
48791;328.76;328.76;complaint
48808;1072.45;190.45;travel assistance
48808;1072.45;882;negligence
48817;133.68;133.68;travel assistance
48818;139.16;139.16;travel assistance
48821;389.28;389.28;complaint
48822;132.59;132.59;travel assistance
48826;49.95;49.95;travel assistance
48847;744.8;744.8;complaint
48870;67.11;67.11;travel assistance
48874;63.17;63.17;travel assistance
48879;2786.9;2234.33;negligence
48879;2786.9;190.22;travel assistance
48879;2786.9;362.35;broken windows
48886;3701.86;371.61;travel assistance
48886;3701.86;3180;injuries
48886;3701.86;150.25;travel assistance
48892;1184.72;14.18;travel assistance
48892;1184.72;60.76;travel assistance
48892;1184.72;71.65;travel assistance
48892;1184.72;14.18;travel assistance
48892;1184.72;882;negligence
48892;1184.72;90;travel assistance
48892;1184.72;51.95;travel assistance
48918;111.62;57.55;travel assistance
48918;111.62;54.07;travel assistance
48934;273.75;197.42;travel assistance
48934;273.75;76.33;travel assistance
48941;330.62;330.62;complaint
48956;52.09;52.09;travel assistance
48975;51.95;51.95;travel assistance
48993;1820.02;1820.02;complaint
49000;73.81;73.81;travel assistance
49016;89.7;89.7;broken windows
49019;653.61;653.61;complaint
49020;7120.44;362.1;broken windows
49020;7120.44;147.23;travel assistance
49020;7120.44;6611.11;negligence
49028;119.06;51.95;travel assistance
49028;119.06;67.11;travel assistance
49035;90.7;90.7;travel assistance
49042;532.99;532.99;complaint
49044;66.06;66.06;travel assistance
49046;67.11;67.11;travel assistance
49064;668.28;668.28;travel assistance
49069;80.58;80.58;travel assistance
49072;51.95;51.95;travel assistance
49078;111.16;111.16;travel assistance
49085;2108.65;2108.65;complaint
49091;364.9;364.9;broken windows
49109;341.74;341.74;broken windows
49110;166.91;166.91;travel assistance
49111;528.36;203.36;travel assistance
49111;528.36;67.11;travel assistance
49111;528.36;257.89;negligence
49117;175;175;negligence
49120;74.17;74.17;travel assistance
49130;51.95;51.95;travel assistance
49136;1063.63;66.2;travel assistance
49136;1063.63;903.78;negligence
49136;1063.63;93.65;travel assistance
49144;2214.36;2214.36;complaint
49149;209.4;130.01;travel assistance
49149;209.4;79.39;travel assistance
49151;169.6;169.6;travel assistance
49153;377.63;377.63;travel assistance
49166;624.09;230.8;travel assistance
49166;624.09;393.29;travel assistance
49178;324.1;324.1;complaint
49186;1270.33;1270.33;complaint
49209;191.16;191.16;broken windows
49212;93.36;93.36;travel assistance
49215;1658.9;1578.38;complaint
49215;1658.9;80.52;travel assistance
49217;75.14;75.14;travel assistance
49255;271.04;271.04;broken windows
49259;3084.15;3084.15;negligence
49281;125.79;52.09;travel assistance
49281;125.79;73.7;complaint
49288;162.57;162.57;broken windows
49299;122.49;122.49;broken windows
49300;87.84;87.84;travel assistance
49313;328.89;328.89;broken windows
49316;98.31;98.31;travel assistance
49326;81.89;81.89;travel assistance
49335;9480.37;9480.37;negligence
49337;85.01;85.01;broken windows
49344;67.11;67.11;travel assistance
49358;52.09;52.09;travel assistance
49367;896.85;896.85;complaint
49392;319.33;102.1;travel assistance
49392;319.33;131.23;travel assistance
49392;319.33;86;travel assistance
49394;53.14;53.14;travel assistance
49403;423.71;423.71;complaint
49405;309.61;309.61;broken windows
49414;261.91;51.95;travel assistance
49414;261.91;59.71;travel assistance
49414;261.91;150.25;broken windows
49422;34260.96;64.09;travel assistance
49422;34260.96;70.57;travel assistance
49422;34260.96;34040.09;negligence
49422;34260.96;86.21;travel assistance
49423;130.58;66.2;travel assistance
49423;130.58;64.38;travel assistance
49431;706.01;706.01;complaint
49435;1135.84;67.25;travel assistance
49435;1135.84;67.25;travel assistance
49435;1135.84;52.09;travel assistance
49435;1135.84;67.25;travel assistance
49435;1135.84;882;negligence
49443;67.25;67.25;travel assistance
49449;470.29;470.29;travel assistance
49452;10082.01;52.09;travel assistance
49452;10082.01;767.95;travel assistance
49452;10082.01;9261.97;injuries
49467;97.58;97.58;travel assistance
49479;1104.92;929.92;complaint
49479;1104.92;75.28;travel assistance
49479;1104.92;99.72;travel assistance
49481;187.5;187.5;travel assistance
49493;454.86;454.86;complaint
49502;345;345;negligence
49512;711.58;644.33;complaint
49512;711.58;67.25;travel assistance
49514;539.79;539.79;broken windows
49523;691.44;691.44;complaint
49526;583.93;583.93;complaint
49526;583.93;0;complaint
49527;649.72;649.72;broken windows
49534;355;355;broken windows
49545;871.34;871.34;negligence
49549;333.42;333.42;broken windows
49555;159.84;159.84;travel assistance
49563;125.6;125.6;travel assistance
49571;148.29;60.3;broken windows
49571;148.29;87.99;travel assistance
49584;134.22;67.11;travel assistance
49584;134.22;67.11;travel assistance
49593;387.46;332.85;complaint
49593;387.46;54.61;travel assistance
49594;69.69;69.69;travel assistance
49643;532.09;532.09;complaint
49675;120.18;120.18;travel assistance
49686;742.38;742.38;complaint
49694;99.32;99.32;travel assistance
49703;604.06;604.06;broken windows
49707;6065.26;60.62;travel assistance
49707;6065.26;5701.58;negligence
49707;6065.26;303.06;travel assistance
49713;56.99;56.99;travel assistance
49714;318.87;67.11;travel assistance
49714;318.87;251.76;travel assistance
49718;2096.34;1747;negligence
49718;2096.34;282.23;broken windows
49718;2096.34;67.11;travel assistance
49725;51.95;51.95;travel assistance
49732;51.95;51.95;travel assistance
49735;220.37;168.42;travel assistance
49735;220.37;51.95;travel assistance
49748;882;882;negligence
49790;305.14;305.14;complaint
49795;40.05;40.05;complaint
49808;76.04;76.04;travel assistance
49815;150.4;150.4;travel assistance
49825;1301.26;882;negligence
49825;1301.26;419.26;travel assistance
49829;277.06;277.06;broken windows
49832;251.97;64.47;travel assistance
49832;251.97;187.5;travel assistance
49833;2683.91;2272.01;complaint
49833;2683.91;51.95;travel assistance
49833;2683.91;359.95;broken windows
49838;560.06;560.06;complaint
49860;65.86;65.86;travel assistance
49864;450.23;141.8;travel assistance
49864;450.23;259.16;broken windows
49864;450.23;49.27;travel assistance
49876;169.38;169.38;travel assistance
49879;187.11;187.11;complaint
49880;68.07;68.07;broken windows
49894;73.18;73.18;travel assistance
49898;3619.47;49.38;travel assistance
49898;3619.47;41.05;travel assistance
49898;3619.47;326.59;complaint
49898;3619.47;61.38;travel assistance
49898;3619.47;3141.08;negligence
49901;104.18;52.09;travel assistance
49901;104.18;52.09;travel assistance
49926;70.6;70.6;travel assistance
49929;99.78;99.78;travel assistance
49933;370.3;370.3;complaint
49946;814.75;757.03;complaint
49946;814.75;57.72;travel assistance
49961;5564.87;5564.87;negligence
49970;63.17;63.17;travel assistance
49975;138.31;138.31;travel assistance
49977;882;882;negligence
49985;117.16;117.16;travel assistance
50037;86.91;86.91;travel assistance
50040;54.16;54.16;travel assistance
50045;2896.55;2896.55;negligence
50053;153.63;53.14;travel assistance
50053;153.63;100.49;travel assistance
50054;73.97;73.97;travel assistance
50064;74.37;74.37;travel assistance
50069;702.89;702.89;travel assistance
50071;52.09;52.09;travel assistance
50082;461.06;90.48;travel assistance
50082;461.06;370.58;travel assistance
50091;366.45;142.8;travel assistance
50091;366.45;125.2;travel assistance
50091;366.45;98.45;travel assistance
50124;1450.52;1450.52;injuries
50136;167.78;117.83;complaint
50136;167.78;49.95;travel assistance
50158;109.74;109.74;travel assistance
50160;385.62;73.18;travel assistance
50160;385.62;93.32;travel assistance
50160;385.62;73.04;travel assistance
50160;385.62;73.04;travel assistance
50160;385.62;73.04;travel assistance
